id,text,label,sentiment
18390, oh Nancy - so sorry for your loss  & wishing you the best!,1,neutral
12268, Thanks for finding me!  Have a wonderful evening!,2,positive
13576, hi I`m goin to see you on wednesay at shepards bush,1,neutral
3767,"Is going to attempt to cook chunky beef & mushroom pie tonight  mmm, i`m hungry already!",1,neutral
24460,I bruised my toe worse than my I did my finger. It **** hurts right now even with ice on it,0,negative
1006, 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,1,neutral
24555,is working 4 to close,1,neutral
17370,auntiegail says `Today I am picking up the hi-vis vests for the kids they say `Auntie Gails Childminding Service`  ****.`,1,neutral
5964, so how is the most wonderful mommy in the world doing?,2,positive
26269," i want to but i can`t call you cause i live in argentina  I really really love you mitchel! You`re AWESOME, you Rock!?",2,positive
8333,This is really a great app. I'm just finding difficult to put tasks in home widgets. Could you tell me how to do this?,1,neutral
2824,*old me`s dead and gone*,0,negative
27274,IDIOTat)MilanQ Heyy. Th*nks For The Follow.  Have A Good Night. (Frank_Whyte) #IDIOT,1,neutral
14755,An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,1,neutral
4385, I`ll save you,1,neutral
18835,feeling like ****. hope its not swine flu or something,0,negative
23054,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",0,negative
12045," - I`m really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.",0,negative
5251,Very flexible and the customization is huge.,2,positive
11481, Ahhhh \you are soo smart  Thanks for this schooling of thoughts  Have you taught before?,2,positive
12225,Can`t get the sound to work while on DVD. I was going to watch Mary Poppins.,1,neutral
23979,Speaking to my new tweeples.... getting acquainted with them... If you`ve never spoke to me.. Do so now,1,neutral
1300," hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",2,positive
20255, haha yeah it was,1,neutral
3521,cannot sleep i`m SUPER DUPER DUPER excited pour la PARIS.  the love city.,2,positive
17253,"aah, i`m tired. haven`t chilled a minute today!",0,negative
8694," I know, but I`m on Rogers and I`m pretty sure they don`t have the same agreement with Twitter.",1,neutral
5625,"I almost never leave reviews but for this transition I have to make an exception. Wunderlist has been my most frequently used App, being in daily use to manage my busy days. The ToDo version is hopeless to use. I like to use a weekly list which no longer exists. It's replacement does not allow drag and drop to different days. Worse, if you manually change the date of a task it doesn't move to the new day. It remains in the original day with a completion different date. Must be fixed!",0,negative
24628,rather excited about my hospital placement starting on monday. I get to give needles and take blood,2,positive
5272, no I wish. Just a van that comes round. We missed him,0,negative
230,App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app.,0,negative
20209,maaaaan last night was a funny night! sad aswell tho,1,neutral
2574, aww  but typing from beyond the grave...impressive,2,positive
6500,"sooo tired, I wish I had time for a nap before work",0,negative
6089,"Decent, but Wunderlist seemed easier to use and felt more intuitive. Also find that I have to sync manually in this app for others to see my updates (that's a pain).",1,neutral
10005,Come on Knight... It`s been well over 4 hours,1,neutral
12412, so neat hearing U on kiddshow today wish I was there,2,positive
22245, that is comedy  good luck my friend!,2,positive
9578,"I have been using this for a while and found it to suit my needs well. I wanted something where I could see trasks and appointments in a daily view. This accomplished that goal in an easy to read and navigate format. However, there must have been a recent update that has made the ads ridiculously invasive to the point that I no longer want to use this app. I think I will start checking on alternate options.",0,negative
1948," ta babe, you know me i do love your curried",2,positive
27300,"later I went up to monroe and worked out with friends - TRX, ropes and KBs!!   30sec on/30 off..rope swings & c&ps, windmills, wve aquats",1,neutral
1572,Solid to-do-list app with very nice features such as karma points and 7-days ahead. The best app in my opinion,2,positive
17552,watching Scariest Places on Earth - I love this stuff,2,positive
8652,"Colourful, friendly and let me manage my homework",2,positive
10074,"Great integration on Google Apps,  especially Calendar.  Attachs pictures, allows you to prioritize.    Great to have. My friends have been asking,  ""How do you Remember everything""?  It's ProPlanner.",2,positive
16388,http://twitpic.com/4wegx -  Lol.. sorry. Too **** funny!,1,neutral
9945,"Great app!    Help,  I unfortunately forgot my password (I was very sure it's correct but I'm not sure why it says it's wrong). Is there anything that can be done about it?",2,positive
689,Nice,2,positive
5413,I haven't started using it officially but I'm giving a 4 star because the User Interface is on point... I'm starting my habits on monday... Hopefully the functionality part will be as user friendly as the UI. Thank you,2,positive
1883," HAHAAH! Crys, you blowing the fuses is a typical move",0,negative
18249, my cat!!,1,neutral
20473, i havent seen you all week,1,neutral
26494,Just went a bought the bigest redbull i could find. its going to be a long day at the office,0,negative
9711,_Jane14 okay well then now i don`t feel so bad lmao,2,positive
1652,So good free version!,2,positive
27184, i`m not partying tonight,1,neutral
9207,I have tied a few calenders. This one is good for multiple accounts. Easy to turn them off and on. Its quite clear on a phone screen,2,positive
14687," No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",0,negative
17884,Hey hey get tickets to ALL TIME LOW when they`re in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets,1,neutral
4856,First I was skeptical about this app but only a few weeks in and I already see myself adjusting a couple things in my life. Amazing how this works. Thanks guys!,2,positive
1224, No Trump casino in Vegas.,1,neutral
19615,"getting ready to head out to Camp Allen.  Unless somethings changed, that means no phone service for about 24 hours.",1,neutral
18766," my lil sister Charese, her best friend passed today",2,positive
3135,"Just left Brooklyn going uptown for some latin coffee with a dollar sandwich, can`t find that in downtown Brooklyn, where Brooklyn @",1,neutral
880,best,2,positive
2756,im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,0,negative
11115, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool,0,negative
9080,http://twitpic.com/4wdui - She`s so festive aint` she hehe,2,positive
1064, Oohh Yaay like it !  ?    Love ya,2,positive
2779,farewelling an employee tonight...,1,neutral
19105,http://twitpic.com/66q88 - So....I don`t have a PE  but I do have a Pocket Artoo!,1,neutral
4949,The app is amazing and has the perfect layout for a list RPG . But there's a subscription you have to pay for. Literally completely ruins the purpose of the app.,0,negative
5308, me neither at first...but u gotta go thru somethin first to get there lmao...i almost burnt my house down and that set me str8,0,negative
1220," hey, what about us followers in ATL!!!!",1,neutral
16058," ohhh. i didn`t log on there, pity me. was it great?",0,negative
7333, awesome! cheers man! don`t know if i`ll have much money left after todays shopping spree though!,2,positive
6106, oh plzzzzz u never had time for me!!!,0,negative
9963," Isn`t he awesome?? There are tons more coming, that was just one of three locations",1,neutral
14507,Graduating from high school tonight  im kind of sad..,0,negative
27015,Playing see you again-miley cyrus in the shop,1,neutral
14109,  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,2,positive
13709,: probably not  I want to go home,1,neutral
332," doing pretty well, up and wide awake",2,positive
20373, Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,1,neutral
19467,"Had a neat mothers day - nothing flash, just some chillin time with my girls",2,positive
25259,"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff",1,neutral
3692,sitting in the parking lot-by myself  i miss you baby. couple min til i gotta deal with a ****. then i`m peacin` out and hitting the gym,1,neutral
6866," what did you do?haha. just wash your feet and go to bed,mommas boy",1,neutral
23846,Morning world! back to the office after longgggggggg weekend,1,neutral
189," Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",0,negative
2099,Does what it's meant to. Limited to the amount of list you can make unless you pay for premium,1,neutral
3626,Whitelist apps feature should be available without buying pro. In todays world we necessarily need some apps while studying or working. The app would be useless if we can't use those apps.  So I request you to make available whitelist apps feature to the non pro version. I would have given 5 stars if the feature was available for non pro users.,1,neutral
250," but i do emily ahahha you scare me, so it would work",0,negative
7814,My twitterberry wont work on my friends and me,1,neutral
16581,"I was talking with my best friend ï¿½ureo about i-phones, Rio de Janeiro, and valentines day in Brazil. He has a girlfriend and Iï¿½m not",1,neutral
122,Did not work,0,negative
17464,"Come on Kirk, hook up your Wii to the wifi....you can do eeet!",2,positive
6734,SCENE **** AT 4AM IS ALWAYS THE ****,0,negative
4288,  Oh what`s up?,1,neutral
20291,is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,1,neutral
396,"The app is laggy, also it has a premium version so many important features you will have to buy.. i feel that the organisation of the can be more better... Today and tomorrow should be completely seperate and there also should be a slot of yesterday where you can see what you missed doing the day before",1,neutral
24514, Stress test: http://www.selfhelpmagazine.com/psychtoons/glasbergen/StressManagement/StressTest.gif  Good luck!,2,positive
959,It have reminders in premium version. How it can organize when we can't set reminders,0,negative
20851,how do i get my cat 2stop killin rabbits? another headless (baby) rabbit n garden dis morn  live close 2field wher lots rabbits live,0,negative
6787,"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",0,negative
5456,Helped me a lot,2,positive
25814,My moms Season 3 of Weeds got burnt up in a family friends mobile home.,0,negative
5169,gotta get up in a few hours...booo  gooodnight!,1,neutral
12438," decent Australian guys are hard to find...trust me, you`re better off with an American one",1,neutral
24110, Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,0,negative
2080, I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,1,neutral
24329,"fuckkk i need sleepppppppp lol, happy mothers day mummy",1,neutral
5631,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,0,negative
8732,Back to work.  Extremely slow now that start up`s over.,0,negative
5838,Should have choice of adding new items at top or bottom of list. Should have small vertical scrollbar appear when scrolling to know how long a list is (like Wunderlist). Would be nice to an option to pop an item to top or bottom of a list.,0,negative
6426,I love the organzation,2,positive
23798, i think you`d look cute in the beanie hat,2,positive
11924," why do u feel ****? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts",0,negative
8678,the times they are a changing,1,neutral
24440,now cassidy is butcking that i am **** lol cant ever win,1,neutral
6321, sure ill follow you hun  ohh thank you are you a subscriber on my youtube?,2,positive
179,"I was about to jump wholeheartedly into using this app (its integration with Google Calendar being exactly what I'm looking for) but now I see that it has no search feature on Android. Worse still, Android Search has been on their roadmap since 2015 and it's still not done. 2015!?! In the meantime other apps can build smart lists it out of tags, status and free text. Seriously behind the curve, guys.",0,negative
15033," What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",0,negative
1683," I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",0,negative
1801,"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",1,neutral
18584,Having really bad sorehead,1,neutral
10135,@richardebaker no. it is too big. I'm quite happy with the Kindle2.,2,positive
2833,I love this app but the latest update is buggy and does not record when I check off tasks. Please fix!,1,neutral
6261,It's great bud it doesn't have task category or labales,2,positive
16962,#3wordsaftersex goodbye innocence!!!,2,positive
1110,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,0,negative
13930,Downtown was fun tonight  The walk back to the car was rediculous lol,1,neutral
24073,just got a wii,1,neutral
8526,I need a new iPhone case but I am broke.,0,negative
9034," nnnaaa uhhhh playah! shawty aint got nun, maybe it was ur phone or mines  but I wanted to hit me up when u left the studio",0,negative
15006,is clamped out...haha,1,neutral
287,"now, in a weird mood  muahaz",0,negative
19070,MORNING!!! Hope you all have a lovely holiday Monday whatever you are goin to be up to!,2,positive
12777,"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",2,positive
4542,"App is ok, but you can't delete habits and replace with new. What the f?",1,neutral
22107, hey how is everything going? please reply back. sometimes i think you hate me because you never reply back to me,0,negative
12498,I think I did okay on my Math Test today. I really really really hope I did. If I didn`t I swear I will get SO mad at myslef.,1,neutral
1231,"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",1,neutral
1156, haha! sorry to hear that,1,neutral
26406,"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.",2,positive
23634,Morning all - happy Star Wars day - May the 4th be with you!,2,positive
676,_xo they were so pretty and took like an hour to do  CAN I DO URSSSSS!,2,positive
12046,I am sitting at the computer eating grapes  it`s hailing outside! o: I MISS SUMMER.,0,negative
23922, well kris is making me a sick panda,0,negative
13294,Just one of those days.... I pray it will get better..,2,positive
5855,wow. i just install twitter fox. I am tired to keep refresh my browser,1,neutral
4500,Used it for 1 day. Then forgot to even open it as got into new habit. It kept showing notifications and I kept ignoring it. Not much productive for me but app design is good.,1,neutral
14072, www.youtube.com/watch?v=CyJvgnP9-vA sowwwwyy! U girls make me twisted all time,0,negative
17891, sorry to hear about your dog,0,negative
17166,Happy Star Wars day!!  unbelievable,2,positive
26631," Lol. Thanks, Penny. I`m trying to believe you.",2,positive
7280,The most trash app i have ever seen.,0,negative
2545,  most name brands have dairy even if it`s called `semi-sweet` or `dark`.  I`ll try to get some in the HelloVeggies Store!,1,neutral
9988, - 21 days to go  Happy birthday for then,2,positive
9397,"Very easy to use. Does the job well. Has all the fields i need, and links to maps, alarms, searches..",2,positive
1376,Two pricy,1,neutral
27210,chillen at gmas! Soooo humid outside!,0,negative
26809, Love your latest journals. I finally joined Twitter so came to say Hi,2,positive
1128," I missed mine, too. Not fun...",0,negative
8515,Very useful and easy to use.,2,positive
183, I`m sad that I missed you guys last night!,0,negative
9511, your in london?   are you doing any shows here?,1,neutral
3166, I ALWAYS miss out! I wont be able to commence in the foolishness til` the fall  But come fall I`ll be visiting!! YAY!!,0,negative
6415,"I absolutely love this app! It looks amazing, the dark theme is a great addition. It's also really cool to be able to make lists within lists. 5 out of 5",2,positive
4609,Ok app,1,neutral
6949,"EDITED - read second paragraph. Hi, not sure if I'm missing out a setting but the app does not display all the events in a day. It makes sense to show only the events in a 12 hr time frame on the clock face, but the list of events should include all tasks of the day -- instead of us having to ""fast forward"" the day until the events appear. I did not mean ""tasks"", poor choice of words on my part. I meant that if I have an event at 9pm today, and the time now is 6am, I will not see this at all. The clock face only shows 12 hrs: this makes sense. The list of events below the clock should probably show events for the whole day, though.",2,positive
4939,Off to class .... Longggg day,0,negative
21311,is lonely in need of company,0,negative
2836,It was going to happen one day but I so feel for the girl AND her mum,0,negative
18056,had a nice mother`s day with mum. she liked her presents. wondering if i`ll ever see some one again. talking to sisa.,2,positive
456,"I loved to use this app until the grocery category just vanished, list and all! It's gone and I can't retrieve it. That organized grocery list was the best thing about this app. How can I get this category back?",1,neutral
1925,Easy to use. BUT DO NOT always follow MD2!!! It's DAMAGING our brains!,0,negative
2971,  is easier this way in my phone... I will twittpic from my pc later on I did it this morning with p. Diddy pic,1,neutral
1955,http://twitpic.com/672s3 - What I woke up to this morning...I didn`t want to leave bed.,1,neutral
2355,Back from London  Now just catching up on all the tv and sleeping all day!,1,neutral
9082,"Sooo, I spent most of my day sitting at home in front of the computer in my pajamas...I love these days.",2,positive
13293, Our weekend was also great... two friends of Julia were here for four days...,2,positive
3537,"Helps me stop touching my phone It helps me stop touching my phone. However, there is not much thrill in planting the tree. You cannot select where the tree is going to grow, and eventhough there are number of other trees, it cost so much and earn so little from planting it makes it so boring. It can get quite dissapointing",1,neutral
8135,useless,0,negative
23673,Hear  full album preview during todays webcast!  #jonasnewsongs NO WAYYY I couldn`t `tune in`,0,negative
22947,  not even a little bit biKnightual  (ha ha... tweedeck doesn`t see the spelling problem with BK....ha!) but love it anyway.,1,neutral
12247,"I`m needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys",1,neutral
23504,is thinking what song to use for the next chilled edition video!,1,neutral
757,Bough the premium subscription for 37 AUD. Worth every penny. Made a top firm list of things I need to sort out this week. Was wondering where to start for past couple hours. Checked out Google. Creating a group for myself in whatsapp to remind. Astonightly undoubtedly worthy. New whatsapp integrations let's you to be reminded whenever you set it to. Chartbots to the win!,2,positive
14250," Glad to hear you`re okay. Could have really hurt, by the sounds of it. Is the couch okay? lol",1,neutral
533, Beto`s Pizzeria is on Banksville Rd in I believe the Beachview area... Sorry to answer like 100 years later,0,negative
23376, LOL - Birmingham was my 1st love... but it`s time to move on! ;) Good Morning,2,positive
3830,"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",0,negative
8661, Its goin good takin it easy ths weekend  Im preparing for the big events comin up for me U girls INSPIRE me 2 do great things!!,2,positive
2035,Too many fake menu items in the free version (all that items just ask you to buy the paid version).,1,neutral
4635," what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",0,negative
2742,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts,0,negative
13989,sleep? what`s sleep again? I`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,1,neutral
22525," ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",1,neutral
20145,is now going to see his very ill uncle on saturday and the night at his house as even more bad news has come up,0,negative
12985,Haha Ashley tisdale is on again,1,neutral
660,"This is a good app...Requesting you to add some more options . 1. One is SORTING for all tasks by Date, by Alphabet etc. 2. And the second option is to add SEARCH option for finding out any task which we already added. 3. The task on the bottom end is not visible because of the ADD Button. Please correct it",2,positive
26173," Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother`s Day",2,positive
1169,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",2,positive
4734,is in the costume shop cleaning and STARVING. Bring me food???,0,negative
5483,"tried all habit tracker apps, it's the best one yet. just please add an option to the calendar icon so i can see all the habits & tasks together at the calendar & read their notes or success / failure rate. keep up the good work.",2,positive
23827,i seriously need to live somewhere fabulously queer. i miss being around **** people,0,negative
25842,I really need a job.,1,neutral
2365,"I think it serves the purpose very well, as a ToDo list, with reminder categories functions. User interface is user-friendly too. Thanks!",2,positive
529, AWWWW  we`re gonna miss you!,0,negative
1300,I miss matt today,0,negative
1595,"Intuitive, flexible, and free from nagging ads",2,positive
19361,So booooored  I learned this though! ????????,0,negative
24429, good catch!  Thanks a bunch- have to put up a new widget.,2,positive
2349,"I really like ticktick, i have a decent memory but as a day goes on there is always something missed. I always set a task if i know it needs to get done amd and its done. Not to mention i have never had a single issue with the app not working.",2,positive
3520,Keeps clossing,0,negative
11972,Retweeting : Win an AT&T Pantech Matrix Pro http://tinyurl.com/d56mqf - it`s easy to enter! so go do it!,1,neutral
5168,"I like it, and I would definitely pay £20 for it, but I cant justify paying a subscription. if only I could pay once.",2,positive
22144,YES!  I have my e-mail down to one window (most of which are marked for follow-up on Monday).  all the dang paper still here tho,1,neutral
8027,I miss my friends so much,0,negative
8522,hahaha  is SUCH nonsense,0,negative
3992,They gave me a regular coke instead of diet. Really??,1,neutral
27393, I figured you`d be bouncing about it,1,neutral
13523,I`m Christine and I`m a friggin` shopaholic. Check out my new coat  Had to promise someone I wouldn`t spend for 2 weeks after buying this,2,positive
4248," come home, then. Not so boring here.",0,negative
5996,"You have not made it possible, as far as I can see, to assign certain tasks to separate people inside a list...... When I go shopping with my husband he has his assigned items and I have my assigned items. If you have made it possible to do this then please let me know how to access it. I am not as happy with this app as I was with Wunderlist and I'm sorry to hear that you're getting rid of the perfect app",1,neutral
395,There are much more eady to do list apps. This one is not intuitive and no time to waste searching. Maybe could be interesting after getting used to it.,1,neutral
6860,Works well and syncs well with the chosen calenders.,1,neutral
17950," we had scones this afternoon!! they were great  we`re gonna make cupcakes this week, on Wednesday!",1,neutral
5450,when living in Spain..you can NEVER take a hot shower for granted..luckily I have nice friends across the street,2,positive
1096,"fantastic app a critical flaw... one touch completion, now when you brush the screen your tasks get set to complete and you can't find them easily.. (updated July 25) the developer asked me to respond to comment... thanks for responding. don't fuss on my part .",0,negative
9102, i guesss,1,neutral
1145, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,0,negative
4514,Trying to figure out this thing...it`s not going well,0,negative
9623,The app worked fine for awhile but all the events I added were simply gone this morning. This was a frustrating experience.,0,negative
8802,Why do you say that you can disable permissions at any time but then the app DOESN'T WORK AT ALL if you do? Why have an app on your phone that you will never use? I have disabled the Google app on my phone for a reason. It's gone completely psycho generating up to three completely nonsensical events and associated 6 reminders every week. The only way to stop it was to completely disable it. Why do you think I was looking for a calendar app to begin with? Why do you need another calendar app in,0,negative
26634,To all mothers in the world : happy mothers day,2,positive
24258," Hey girl!  Yeah, my allergies kick in at the most random times. Hmph.",0,negative
27238, apparently a looong time seeing as they seem to be everywhere except LA,1,neutral
10031,Would pay for this if there were even more additions and updates. Absolutely love it and wish they would develop it even further,2,positive
15729,I`m yet holdin` on.,1,neutral
1544, the justice left when DJ Talent was voted off (N),1,neutral
1530,تطبيق رائع جدا ومحفز للعمل. كل الشكر والتقدير والاحترام لهيئة تصميم البرنامج,2,positive
15668,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my ,1,neutral
2701, ****. You could have just called or told me in person. You didn`t have to humiliate me in front of the whole twitterverse.,0,negative
10796," so which one are you The Good, The Bad or The Ugly",1,neutral
4511, they used to have a Book Expo in Canada (Toronto) but the cancelled it this year  #BEAtwittyparty #BEAtwittyparty,0,negative
22051, oo noo thats not good,0,negative
19561, i cant do anything,1,neutral
10991,The puppy is sick  and some one put they hands on my momma >:-|,0,negative
17665," Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can`t support it.",1,neutral
10758,Just talked to `s cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged,1,neutral
8284,"Rose Romance is released here on Thursday, gonna get me some BPs",1,neutral
3573,"Not able to show the notification after the time is up. Also, it is not able to function well on counting the exceeded time or shown incorrectly. It would be of great help if you could fix the problems. Thank you:)",1,neutral
25727,My wiki project is going to have to wait another month  But manager thinks I need loads of time to prepare + has halved my workload,1,neutral
18855, But I can still putt 30 yards longer than you can hit your driver,0,negative
15879, saw you today! So BEAUTIFUL!! You looked so good! Glad to see the wonderful turnout!,2,positive
11458,aleesha`s piggy died  she can`t catch a **** break man,0,negative
26678,is doing boring accounts stuff,0,negative
21971,Demoing with Gary burr!!! So excited to get some 'girls' music on tape!! Missing Tayla,2,positive
26044,"Im starting to rethink my 'I cant stand cold places' stance..this heat, humidity is unbearable & i cant stand the ac no more  #meltingaway",0,negative
4466,happy mother`s day to all moms and pseudo stepmoms,2,positive
26850,lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,1,neutral
22757,Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~,2,positive
14432,_PopuLarEnt awww boog u aint been on in a min....hey to ya.  but that`s whats up enjoy ya`ll selves especially your lil cousin.,2,positive
9321, Are you still taking calls? We were next to talk to you and we got disconnected before you got now.,1,neutral
4642,"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",2,positive
6513, congratulation  about the icehockey victory against switzerland..,2,positive
6320,This world makes me sad,0,negative
3609,"Too many features are premium and that's kinda annoying, still like the app though",1,neutral
22860,just got back home... bored now,1,neutral
1081,"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",2,positive
16107, I wanted to see it until I saw that it was PG 13. That totally bummed me out.,0,negative
12318,"I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!",2,positive
9946,"Things were going great until I switched to a new phone .I can't find out how to sync my tasks and events to the new phone. I installed the app in my new phone and logged in, but the data is not there . I see that the events comes from the Google calendar, and I may be able to do something about that - but how do I sync the tasks ? Pls help.",2,positive
164,weathers let me down this morning...ugh!...hada gd nite tho!,1,neutral
3599,_rashid reeeaaaally... why though??  ew i hate stockings,0,negative
3709,"Great pomodorro -like method for staying on task with a built in reward. Whitelisting was free at first, they should've kept it free and added* other desireable features they could've offered at a price.",1,neutral
94,Happy star wars day! May the fourth be with you,2,positive
3580,"Interrupting buzzing. The app makes a buzzing noise while I use it. First one long silence, interrupted by a buzz, short silence, then buzz before a long silence",1,neutral
1787,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),2,positive
4294, im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),1,neutral
8435,"So far I am enjoying this task app. I am still learning new things, but is definitely helping me stay organized.",2,positive
10061,"This calendar is lovely to use. Minimalist, asthetically pleasing and 
exactly the functions (and view options) I was looking for. Love it!",2,positive
619, Our raid leader made us run drills to practice switching,1,neutral
10563,got a new pair of nike shoes. pics up later,1,neutral
7282, Good Morning  Hows u ?,2,positive
27059,@_callmeCourt always welcome hun,2,positive
1304, You win ... SIGH Rakeem,2,positive
4039, I treat my hair so badly. It`s revenge for it turning grey prematurely,0,negative
8723,"Used this app for years, but I can not tolerate the recent full page video ads that pop up after every calendar entry. I use the free version which I know is sponsored by Ad, the recent updates allow intrusive , excess ads that you can even skip and I can't renter the app to verify my calendar entry was added/modified corrected. The developer or owner has really overstepped with the recent updates and ads. I'm going back to the free Google app instead. I hope you push out a new update before y",0,negative
19980,having a reli gd holiday .. buh now have to revise  x,1,neutral
10678, you can do it,2,positive
20298,happy mothers day to all   im off to spend the day with my family,2,positive
3004," Haha, true  thankfully the regular keyboard does the job... most of the time.",2,positive
12644,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,1,neutral
22644,wondering what on earth is this new tools for,2,positive
2407,stocked for tonight,1,neutral
2922,"I love this app, and would give it a 5 star review, except I can't get my 
dailies to reset after yesterday and that puts a major damper on my quests.",1,neutral
2765,"I just managed to stab a piece of bhuja (hot, of course) into the roof of my mouth. Blood everywhere - well, at least in my mouth.",1,neutral
18728,"Why do i never get to see my paychecks? It`s not fair, the second i get them they`re gone!",1,neutral
3076,On tha` bus,1,neutral
5891," yeah, that doesn`t sound very good",0,negative
5605,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!,1,neutral
26883,i`m yours - jason mraz....looking for an electric guitar  yay!!!1,2,positive
22131, I was afraid you were going to say that.,0,negative
6323," mmm, athletic!!",1,neutral
1927, an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,1,neutral
5409,"I like this app but I dont understand why I cant set up tasks that repeat unless they're habits. Or edit the categories. A habit is something you want to always do, I want to plan reoccurring tasks that are temporary.",2,positive
102,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",2,positive
7895, I`ve given the $19.99 question more thought. U may be right. One host provides HD quality to all viewers? Maybe not.,2,positive
21816," Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",0,negative
21574,Wish I lived in or atleast relatively close to Ohio!   Haven`t seen _Troy or _McLoven in almost a year.,0,negative
1810,Man waking up sucks when u have to go to work like 30 min later,0,negative
9041,_devi thankyou. i wont but you know,2,positive
14847,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,2,positive
18761,Made it home..Night my twitties,1,neutral
23912,Let me google that for you http://lmgtfy.com/,1,neutral
7200,Watching Dr. Phil`s special on same-**** marriage. It`s sad how ignorant some people are,0,negative
19179,when the sun goes down!!!   ? http://blip.fm/~5yyud,1,neutral
15279,craving coffee,1,neutral
1182,Would be better if it was possible to add to the top of the list. It is not easy to use with one hand since everything is in the top left corner. Lists do not automatically sort and sort needs to be done again if anything is changed,1,neutral
8810,"I regret using it. Well, the apps itself is fine, I have used it for over 6 months. It's easy to navigate. It's not ideal but understandable to have the export calendar function as a pro feature. But then, my phone malfunctioned and I was unable to access this apps. There is no online syncing or a web version so that I can refer back to. edit: I have try the syncing method in FAQ. Most of my calendars are local calendars which I fail to sync or switch them to Google calendar.",0,negative
26546,_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),2,positive
19101, no money no honey! hehe too soon  sorry,1,neutral
